geo_id,geo_name,geo_level,year,wealth_concept,wealth_gini,wealth_gini_raw,negative_wealth_share,mean_net_wealth,median_net_wealth,top10_wealth_share,top1_wealth_share,bottom50_wealth_share,unit_of_analysis,equivalence_scale,currency,source_dataset,source_priority,comparability_tier,observed_vs_modeled,top_tail_flag,method_version,notes
ARE,United Arab Emirates,country,1811,net_wealth,,,,10185.6,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1812,net_wealth,,,,10248.2,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1813,net_wealth,,,,10323.6,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1814,net_wealth,,,,10409.7,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1815,net_wealth,,,,10503.7,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1816,net_wealth,,,,10584.0,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1817,net_wealth,,,,10629.9,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1818,net_wealth,,,,10691.7,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1819,net_wealth,,,,10765.5,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1821,net_wealth,,,,10855.8,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1822,net_wealth,,,,10880.8,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1823,net_wealth,,,,10895.9,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1824,net_wealth,,,,10930.6,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1825,net_wealth,,,,10962.5,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1826,net_wealth,,,,11010.0,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1827,net_wealth,,,,11045.0,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1828,net_wealth,,,,11077.8,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1829,net_wealth,,,,11109.5,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1830,net_wealth,,,,11136.4,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1831,net_wealth,,,,11178.4,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1832,net_wealth,,,,11211.6,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1833,net_wealth,,,,11240.9,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1834,net_wealth,,,,11259.1,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1835,net_wealth,,,,11311.3,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1836,net_wealth,,,,11346.0,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1837,net_wealth,,,,11412.7,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1838,net_wealth,,,,11441.9,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1839,net_wealth,,,,11484.5,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1840,net_wealth,,,,11521.5,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1841,net_wealth,,,,11548.5,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1842,net_wealth,,,,11554.6,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1843,net_wealth,,,,11578.0,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1844,net_wealth,,,,11610.8,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1845,net_wealth,,,,11645.3,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1846,net_wealth,,,,11667.3,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1847,net_wealth,,,,11686.0,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1848,net_wealth,,,,11713.8,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1849,net_wealth,,,,11716.6,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1851,net_wealth,,,,11750.1,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1852,net_wealth,,,,11792.4,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1853,net_wealth,,,,11842.5,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1854,net_wealth,,,,11892.1,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1855,net_wealth,,,,11936.4,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1856,net_wealth,,,,11967.9,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1857,net_wealth,,,,11975.7,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1858,net_wealth,,,,11977.3,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1859,net_wealth,,,,11992.7,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1860,net_wealth,,,,11993.3,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1861,net_wealth,,,,12005.7,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1862,net_wealth,,,,12042.2,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1863,net_wealth,,,,12059.8,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1864,net_wealth,,,,12079.0,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1865,net_wealth,,,,12103.8,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1866,net_wealth,,,,12124.8,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1867,net_wealth,,,,12142.8,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1868,net_wealth,,,,12167.1,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1869,net_wealth,,,,12189.1,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1870,net_wealth,,,,12201.6,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1871,net_wealth,,,,12302.1,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1872,net_wealth,,,,12321.1,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1873,net_wealth,,,,12388.6,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1874,net_wealth,,,,12412.9,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1875,net_wealth,,,,12382.4,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1876,net_wealth,,,,12429.2,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1877,net_wealth,,,,12478.4,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1878,net_wealth,,,,12497.9,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1879,net_wealth,,,,12497.1,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1881,net_wealth,,,,12638.5,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1882,net_wealth,,,,12699.4,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1883,net_wealth,,,,12724.4,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1884,net_wealth,,,,12731.5,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1885,net_wealth,,,,12728.7,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1886,net_wealth,,,,12772.4,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1887,net_wealth,,,,12802.4,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1888,net_wealth,,,,12855.5,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1889,net_wealth,,,,12923.9,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1890,net_wealth,,,,12965.7,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1891,net_wealth,,,,13032.8,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1892,net_wealth,,,,13070.5,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1893,net_wealth,,,,13093.6,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1894,net_wealth,,,,13131.4,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1895,net_wealth,,,,13141.7,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1896,net_wealth,,,,13163.3,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1897,net_wealth,,,,13197.9,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1898,net_wealth,,,,13253.0,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1899,net_wealth,,,,13337.0,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1901,net_wealth,,,,13514.5,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1902,net_wealth,,,,13581.9,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1903,net_wealth,,,,13668.7,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1904,net_wealth,,,,13733.9,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1905,net_wealth,,,,13797.2,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1906,net_wealth,,,,13879.2,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1907,net_wealth,,,,13992.8,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1908,net_wealth,,,,14061.7,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1909,net_wealth,,,,14145.0,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1911,net_wealth,,,,14208.7,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1912,net_wealth,,,,14132.2,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1913,net_wealth,,,,14024.2,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1914,net_wealth,,,,15409.3,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1915,net_wealth,,,,16946.9,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1916,net_wealth,,,,18718.4,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1917,net_wealth,,,,20721.0,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1918,net_wealth,,,,22782.4,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1919,net_wealth,,,,24909.6,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1921,net_wealth,,,,29283.1,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1922,net_wealth,,,,31690.4,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1923,net_wealth,,,,34427.9,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1924,net_wealth,,,,37337.4,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1925,net_wealth,,,,40494.4,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1926,net_wealth,,,,43883.7,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1927,net_wealth,,,,47532.2,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1928,net_wealth,,,,51452.2,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1929,net_wealth,,,,55705.4,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1931,net_wealth,,,,64710.4,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1932,net_wealth,,,,69688.1,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1933,net_wealth,,,,75208.8,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1934,net_wealth,,,,81188.90000000001,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1935,net_wealth,,,,87543.40000000001,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1936,net_wealth,,,,94372.5,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1937,net_wealth,,,,101746.8,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1938,net_wealth,,,,109565.2,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1939,net_wealth,,,,117986.9,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1941,net_wealth,,,,137007.6,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1942,net_wealth,,,,147545.2,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1943,net_wealth,,,,158500.2,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1944,net_wealth,,,,170109.0,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1945,net_wealth,,,,182389.2,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1946,net_wealth,,,,196595.8,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1947,net_wealth,,,,210898.7,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1948,net_wealth,,,,225908.6,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1949,net_wealth,,,,243643.6,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1951,net_wealth,,,,277405.7,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1952,net_wealth,,,,282936.8,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1953,net_wealth,,,,298872.8,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1954,net_wealth,,,,314267.5,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
ARE,United Arab Emirates,country,1955,net_wealth,,,,302514.7,,,,,per_adult_equal_split,none,EUR_PPP,WID,tier1,B,imported,mixed,wga-0.3,WID vars: mean=ahweali992
